Year,Department,Job Title,Compensation_mean,NumberOfPeople
2013,Parks - Parks & Recreation,Bookkeeper,39335.92,1
2013,Parks - Parks & Recreation,City Landscaper/Sexton,44838.69,1
2013,Parks - Parks & Recreation,Community Events Manager,53975.43,1
2013,Parks - Parks & Recreation,Community Relations Manager,50389.8,1
2013,Parks - Parks & Recreation,Community Relations Specialist,34153.32,1
2013,Parks - Parks & Recreation,Crew Leader,43399.28,1
2013,Parks - Parks & Recreation,Custodian,39989.44,1
2013,Parks - Parks & Recreation,Customer Service Rep II,20414.81,3
2013,Parks - Parks & Recreation,Customer Service Rep III,35457.31,1
2013,Parks - Parks & Recreation,Equipment Maintenance Mechanic,38727.08,3
2013,Parks - Parks & Recreation,Golf Course Superintendent,50513.87,1
2013,Parks - Parks & Recreation,Golf Facilities Manager,50735.13,1
2013,Parks - Parks & Recreation,Golf Programs Coordinator,38800.02,1
2013,Parks - Parks & Recreation,Health/Wellness Coordinator,12359.59,2
2013,Parks - Parks & Recreation,Inclusive Recreation Coordinator,42907.79,1
2013,Parks - Parks & Recreation,Instructor,254.93,1
2013,Parks - Parks & Recreation,Intern,2056.19,2
2013,Parks - Parks & Recreation,Laborer,9109.61,35
2013,Parks - Parks & Recreation,Leader,3061.31,41
2013,Parks - Parks & Recreation,Lifeguard,1713.78,48
2013,Parks - Parks & Recreation,Master Motor Equipment Operator,40423.4,3
2013,Parks - Parks & Recreation,Membership Coordinator,39500.01,1
2013,Parks - Parks & Recreation,Natural Resources Coordinator,40405.95,1
2013,Parks - Parks & Recreation,Natural Resources Manager,49929.12,1
2013,Parks - Parks & Recreation,Office Manager,41789.03,1
2013,Parks - Parks & Recreation,Operations & Dev Director,72028.97,1
2013,Parks - Parks & Recreation,Operations Office Coordinator,41920.46,1
2013,Parks - Parks & Recreation,Operations Superintendent,52781.71,1
2013,Parks - Parks & Recreation,Program Specialist,31895.21,3
2013,Parks - Parks & Recreation,Program/Facility Coordinator,40295.18,5
2013,Parks - Parks & Recreation,Recreation Services Director,63212.38,1
2013,Parks - Parks & Recreation,Special Services Coordinator,45365.42,1
2013,Parks - Parks & Recreation,Specialist,2046.02,69
2013,Parks - Parks & Recreation,Sports Coordinator,49556.09,1
2013,Parks - Parks & Recreation,Sports Facility Manager,47669.21,1
2013,Parks - Parks & Recreation,Sports Services Director,61623.94,1
2013,Parks - Parks & Recreation,Staff Assistant,8421.39,22
2013,Parks - Parks & Recreation,Supervisor,4303.46,49
2013,Parks - Parks & Recreation,Urban Forester,55258.06,1
2013,Parks - Parks & Recreation,Working Foreman,38639.97,5
2013,Parks - Parks & Recreation,Youth Sports Coord/FSC Asst Mgr,40400.03,1
2013,Plan - Planning,Assistant Director,68272.17,1
2013,Plan - Planning,Bicycle & Pedestrain Coordinator,40686.4,1
2013,Plan - Planning,Development Review Manager,62018.92,1
2013,Plan - Planning,Director,83403.88,1
2013,Plan - Planning,Intern,1975.83,3
2013,Plan - Planning,Long Range/Transportation Mgr,62611.29,1
2013,Plan - Planning,Office Manager,39721.72,1
2013,Plan - Planning,Planning Assistant,35238.5,1
2013,Plan - Planning,Senior Environmental Planner,48897.78,1
2013,Plan - Planning,Senior Long Range Planner,49920.22,1
2013,Plan - Planning,Senior Transportation Planner,47548.16,1
2013,Plan - Planning,Senior Zoning Planner,53374.0,1
2013,Plan - Planning,Transportation & Traffic Engr,37000.02,1
2013,Plan - Planning,Zoning & Enforcement Mgr,62830.71,1
2013,Plan - Planning,Zoning & Long Range Planner,37194.76,1
2013,Plan - Planning,Zoning Compliance Planner,40691.81,1
2013,Plan - Planning,Zoning Planner,41187.57,1
2013,Pol - Police,CAD/RMS Data Coordinator,43540.68,1
2013,Pol - Police,Captain,70325.41,2
2013,Pol - Police,Chief,86961.88,1
2013,Pol - Police,Crime Scene Tech & Prop Mgr,50318.08,2
2013,Pol - Police,Custodian,4470.62,3
2013,Pol - Police,Deputy Chief,68893.0,1
2013,Pol - Police,Executive Assistant,47917.88,1
2013,Pol - Police,Front Desk Clerk I,34169.05,1
2013,Pol - Police,Intern,1997.5,1
2013,Pol - Police,Lieutenant,70373.2,4
2013,Pol - Police,Office Manager,37043.11,1
2013,Pol - Police,Officer First Class,55908.56,28
2013,Pol - Police,Police Pension Secretary,20835.25,1
2013,Pol - Police,Probationary Police Officer,22290.62,2
2013,Pol - Police,Records Clerk,35119.97,12
2013,Pol - Police,Records Supervisor,53580.27,1
2013,Pol - Police,Senior Police Offcer,59082.4,48
2013,Pol - Police,Senior Police Officer,59442.03,1
2013,Pol - Police,Sergeant,67317.81,13
2013,Pol - Police,Special Investigations Clerk,35691.25,1
2013,Pol - Police,Telecommunications Manager,58948.03,1
2013,Pol - Police,Telecommunications Supervisor,56132.77,3
2013,Pol - Police,Telecommunicator,46950.69,9
2013,Pol - Police,Training Coordinator,52114.78,1
2013,Risk - Risk,Assistant City Attorney,68074.61,1
2013,Risk - Risk,Director of Safety & Training,49753.48,1
2013,Risk - Risk,Risk Manager/Asst. City Attorney,64284.69,1
2013,Risk - Risk,Secretary - Risk &Legal,36421.58,1
2013,Sanitation - Sanitation,Crew Leader,41265.88,2
2013,Sanitation - Sanitation,Director,56770.61,1
2013,Sanitation - Sanitation,Laborer,22381.16,9
2013,Sanitation - Sanitation,Master Motor Equipment Operator,39618.58,13
2013,Sanitation - Sanitation,Motor Equipment Operator,16217.39,2
2013,Sanitation - Sanitation,Office Manager,15364.0,1
2013,Street - Street,Administrative Assistant,4261.74,1
2013,Street - Street,Asset Clerk,27903.42,1
2013,Street - Street,Asset Clerk/Emergency Grant Coor,40707.38,1
2013,Street - Street,Assistant Traffic Control Mgr,43280.99,1
2013,Street - Street,Crew Leader,43136.76,4
2013,Street - Street,Deputy Director,45770.1,1
2013,Street - Street,Director,66000.03,1
2013,Street - Street,Laborer,17956.24,24
2013,Street - Street,MEO Apprentice,41401.3,2
2013,Street - Street,Master Motor Equipment Operator,44174.89,13
2013,Street - Street,Signal Project Specialist,17682.79,2
2013,Utilities Accounting - Utilities.Accounting,Account Collections Specialist,35153.94,1
2013,Utilities Accounting - Utilities.Accounting,Accounting Manager,47750.42,1
2013,Utilities Accounting - Utilities.Accounting,Accounts Payable Clerk,42484.92,1
2013,Utilities Accounting - Utilities.Accounting,Assistant Accounts Payable Clerk,33571.59,1
2013,Utilities Accounting - Utilities.Accounting,Assistant Director-Finance,75995.41,1
2013,Utilities Accounting - Utilities.Accounting,Associate Accountant,34736.33,1
2013,Utilities Accounting - Utilities.Accounting,Finance Manager,58946.93,1
2013,Utilities Accounting - Utilities.Accounting,Payroll Administrator,44350.29,1
2013,Utilities Accounting - Utilities.Accounting,Web / Information Manager,55019.47,1
2013,Utilities B&C - Utilities.Billings & Collections,Accounting Clerk,38607.16,1
2013,Utilities B&C - Utilities.Billings & Collections,Accounts Receivable Manager,47231.89,1
2013,Utilities B&C - Utilities.Billings & Collections,Cashier,20999.02,2
2013,Utilities Blucher - Utilities.Blucher Poole WWTP,Laborer,40689.13,1
2013,Utilities Blucher - Utilities.Blucher Poole WWTP,Master Motor Equipment Operator,42188.62,1
2013,Utilities Blucher - Utilities.Blucher Poole WWTP,Plant Manager,62870.34,1
2013,Utilities Blucher - Utilities.Blucher Poole WWTP,Wastewater Plant Operator,48539.25,10
2013,Utilities Comm - Utilities.Communications,Communications Operator,23187.16,6
2013,Utilities Customer Serv - Utilities.Customer Relations,Customer Relations Manager,46791.64,1
2013,Utilities Customer Serv - Utilities.Customer Relations,Customer Relations Rep.,22656.79,5
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Maintenance Coordinator,60943.72,1
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Master Motor Equipment Operator,44845.03,1
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Plant Maintenance Mechanic,43309.3,4
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Secretary,31165.1,1
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Solids Handling Supervisor,56495.45,1
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Superintendent of WW Treatment,66457.03,1
2013,Utilities Dillman - Utilities.Dillman Road WWTP,Wastewater Plant Operator,52855.55,9
2013,Utilities Director - Utilities.Department of the Director,Administrative Asst to Director,16977.04,2
2013,Utilities Director - Utilities.Department of the Director,Conservation & Energy Res Mgr,19712.82,1
2013,Utilities Director - Utilities.Department of the Director,Deputy Director,86483.42,1
2013,Utilities Director - Utilities.Department of the Director,Director,89674.22,1
2013,Utilities Director - Utilities.Department of the Director,Environmental Research Tech,33466.9,1
2013,Utilities Director - Utilities.Department of the Director,Intern,4237.15,10
2013,Utilities Director - Utilities.Department of the Director,Office Manager,40107.27,1
2013,Utilities Director - Utilities.Department of the Director,Pretreatment Program Inspector,48499.88,1
2013,Utilities Director - Utilities.Department of the Director,Public Affairs Specialist,44838.62,1
2013,Utilities Director - Utilities.Department of the Director,Water Quality Coordinator,52511.0,1
2013,Utilities Engineering - Utilities.Engineering,Administrative & Project Coord,46046.68,1
2013,Utilities Engineering - Utilities.Engineering,Assistant Director-Engineering,78035.92,1
2013,Utilities Engineering - Utilities.Engineering,Assistant GIS Coordinator,50433.69,1
2013,Utilities Engineering - Utilities.Engineering,Capital Projects Manager,64410.51,1
2013,Utilities Engineering - Utilities.Engineering,GIS Coordinator,49336.01,1
2013,Utilities Engineering - Utilities.Engineering,Intern,874.35,1
2013,Utilities Engineering - Utilities.Engineering,Project Coordinator,43633.54,2
2013,Utilities Engineering - Utilities.Engineering,Senior Project Coordinator,49100.97,2
2013,Utilities Engineering - Utilities.Engineering,Utilities Engineer,70932.59,2
2013,Utilities Engineering - Utilities.Engineering,Utilities Inspector,45862.26,3
2013,Utilities Engineering - Utilities.Engineering,Utilities Technician,39780.76,3
2013,Utilities Lab - Utilities.Laboratory,Chemist,57257.62,1
2013,Utilities Lab - Utilities.Laboratory,Lab Technician I,42880.03,3
2013,Utilities Meters - Utilities.Meters,Assistant Superintendent,55863.64,1
2013,Utilities Meters - Utilities.Meters,Meter Reader,37580.62,6
2013,Utilities Meters - Utilities.Meters,Meter Service Representative,32671.52,1
2013,Utilities Meters - Utilities.Meters,Meter Serviceman,41488.39,4
2013,Utilities Meters - Utilities.Meters,Meter Technician II,41028.88,1
2013,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Plant Maintenance Mechanic,40354.46,2
2013,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Plant Service Mechanic,45584.81,1
2013,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Superintendent,67986.74,1
2013,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Water Plant Operator,36600.88,12
2013,Utilities Purchasing - Utilities.Purchasing,Inventory Coordinator,36347.35,1
2013,Utilities Purchasing - Utilities.Purchasing,Laborer,32602.32,2
2013,Utilities Purchasing - Utilities.Purchasing,Purchasing Buyer,40964.45,1
2013,Utilities Purchasing - Utilities.Purchasing,Purchasing Manager,50016.9,1
2013,Utilities Purchasing - Utilities.Purchasing,Working Foreman,50941.51,1
2013,Utilities Stormwater - Utilities.Stormwater,Assistant Superintendent,54989.4,1
2013,Utilities Stormwater - Utilities.Stormwater,Laborer,32148.11,2
2013,Utilities Stormwater - Utilities.Stormwater,Lineman,41876.46,2
2013,Utilities Stormwater - Utilities.Stormwater,Master Motor Equipment Operator,41318.86,1
2013,Utilities T&D - Utilities.Transmission & Distribution,Assistant Director T&D,70019.98,1
2013,Utilities T&D - Utilities.Transmission & Distribution,Assistant Superintendent,53134.87,4
2013,Utilities T&D - Utilities.Transmission & Distribution,Engineering Field Technician,43697.55,4
2013,Utilities T&D - Utilities.Transmission & Distribution,Laborer,26695.16,15
2013,Utilities T&D - Utilities.Transmission & Distribution,Lineman,40819.36,6
2013,Utilities T&D - Utilities.Transmission & Distribution,Master Motor Equipment Operator,40607.86,8
2013,Utilities T&D - Utilities.Transmission & Distribution,Plant Maintenance Mechanic,48567.71,4
2013,Utilities T&D - Utilities.Transmission & Distribution,Secretary,37300.21,1
2013,Utilities T&D - Utilities.Transmission & Distribution,T&D Meters Oper Coordinator,39271.66,1
2013,Utilities USB - Utilities.Utility Service Board,Deputy Mayor,3934.8,1
2013,Utilities USB - Utilities.Utility Service Board,Utilities Service Board Member,4262.7,6
2014,Animal Shelter,Animal Control Officer,36962.56,3
2014,Animal Shelter,Director,62138.35,1
2014,Animal Shelter,Kennel Worker,28432.23,10
2014,Animal Shelter,Outreach Coordinator,17098.03,1
2014,Animal Shelter,Secretary,20620.87,4
2014,Animal Shelter,Shelter Manager,46068.55,1
2014,Animal Shelter,Specialist,1704.28,2
2014,Animal Shelter,Volunteer Program Director,37213.92,1
2014,Board of Public Safety,Public Safety Board Member,610.0,4
2014,Clerk,City Clerk,50745.74,1
2014,Clerk,Deputy Clerk,28436.79,1
2014,Clerk,Hearing Officer,29293.52,1
2014,Clerk,Intern,1744.88,1
2014,Clerk,Records Archivist,16237.65,1
2014,Community and Family Resources,Administrative Assistant,9534.0,1
2014,Community and Family Resources,CBVN Assistant Coordinator,44893.25,1
2014,Community and Family Resources,CBVN Coordinator,53885.17,1
2014,Community and Family Resources,Director,69380.31,2
2014,Community and Family Resources,Health Projects Coordinator,52803.37,1
2014,Community and Family Resources,Intern,1583.75,2
2014,Community and Family Resources,Latino Outreach Coordinator,12496.36,2
2014,Community and Family Resources,Office Manager,30238.08,1
2014,Community and Family Resources,Seasonal w Benefits-budget only,7483.8,1
2014,Community and Family Resources,Special Projects Coordinator,39063.67,1
2014,Community and Family Resources,Special Projects Prog Specialist,53121.25,1
2014,Community and Family Resources,Specialist,9861.96,3
2014,Controller,Accounting Clerk,34223.36,1
2014,Controller,Accounting Manager,43057.14,1
2014,Controller,Accounting and Procurement Manager,52552.76,1
2014,Controller,Accounts Coordinator,32550.12,1
2014,Controller,Bookkeeper,39081.93,1
2014,Controller,Controller,43356.08,2
2014,Controller,Customer Service Rep,35407.14,3
2014,Controller,Deputy Controller,65610.94,2
2014,Controller,Grants Manager,2550.38,1
2014,Controller,Intern,3311.1,1
2014,Controller,Payroll Systems Manager,42416.03,1
2014,Council,Council Administrator Attorney,79782.25,1
2014,Council,Council Member,14600.46,9
2014,Council,Deputy Administrator Researcher,52012.9,1
2014,Council,Intern,5446.32,2
2014,Economic and Sustainable Dev,Assistant Director for the Arts,55025.94,1
2014,Economic and Sustainable Dev,Asst Dir Small Business Develop,55025.45,1
2014,Economic and Sustainable Dev,Director,81510.07,1
2014,Economic and Sustainable Dev,Intern,3055.36,4
2014,Economic and Sustainable Dev,Sustainability Coordinator,52514.46,1
2014,Engineering,Director,40240.33,1
2014,Engineering,Senior Project Manager,13118.46,1
2014,Facilities Maintenance,Downtown Specialist,32230.04,1
2014,Facilities Maintenance,Facilities Management Coordinato,55249.71,1
2014,Facilities Maintenance,Maintenance Custodian,36465.12,1
2014,Facilities Maintenance,Specialist,11771.48,4
2014,Fire,Battalion Chief,68534.05,4
2014,Fire,Captain,63594.77,18
2014,Fire,Chief,87807.52,1
2014,Fire,Deputy Chief,72019.94,1
2014,Fire,Fire Inspection Officer,55300.0,1
2014,Fire,Fire Prevention Officer,63171.79,1
2014,Fire,Firefighter 1st Class,56638.66,56
2014,Fire,Probationary Firefighter,20288.84,2
2014,Fire,Secretary,34157.16,1
2014,Fire,Sergeant,55582.61,26
2014,Fleet Maintenance,Apprentice Master Mechanic,29614.26,2
2014,Fleet Maintenance,Fleet Office Clerk CS Rep,39987.15,1
2014,Fleet Maintenance,Inventory Coordinator,36700.57,1
2014,Fleet Maintenance,Manager,58929.34,1
2014,Fleet Maintenance,Master Mechanic,40976.85,4
2014,Housing and Neighborhood Dev,Assistant Director,59989.91,1
2014,Housing and Neighborhood Dev,Director,81510.23,1
2014,Housing and Neighborhood Dev,Intern,1598.33,3
2014,Housing and Neighborhood Dev,Neighborhood Compliance Officer,34940.2,6
2014,Housing and Neighborhood Dev,Program Manager,44546.38,5
2014,Housing and Neighborhood Dev,Secretary,23104.94,5
2014,Human Resources,Administrative Assistant,30202.38,1
2014,Human Resources,Assistant Director,61704.89,1
2014,Human Resources,Benefits Manager HR Generalist,52502.04,1
2014,Human Resources,Director,84279.22,1
2014,Human Resources,Intern,4217.64,2
2014,Human Resources,Manager of WC and HR Admin ,44405.29,1
2014,Human Resources,Specialist,50.75,1
2014,Information and Technology Service,Application Developer,60261.11,1
2014,Information and Technology Service,Assistant Director,73949.64,1
2014,Information and Technology Service,Director,81564.34,1
2014,Information and Technology Service,GIS Manager,64595.39,1
2014,Information and Technology Service,GIS Specialist,42883.72,2
2014,Information and Technology Service,Intern,3675.6,3
2014,Information and Technology Service,Office Coord Inventory Speclst,45915.51,1
2014,Information and Technology Service,Systems Administrator,55664.55,1
2014,Information and Technology Service,Systems and App Manager,65405.84,1
2014,Information and Technology Service,Technology Support Manager,20039.84,2
2014,Information and Technology Service,Technology Support Specialist,23404.99,7
2014,Information and Technology Service,Training Manager,42298.95,1
2014,Information and Technology Service,User Interface Specialist,14992.61,2
2014,Information and Technology Service,Web App Developer,63145.8,1
2014,Legal,Assistant City Attorney,41455.63,5
2014,Legal,City Attorney,64433.54,2
2014,Legal,Corporation Counsel,89507.44,1
2014,Legal,Human Rights Director Attorney,74268.6,1
2014,Legal,Legal Secretary Paralegal,40566.38,1
2014,Legal,Secretary - Human Rights and Legal,38566.09,1
2014,Office of the Mayor,Deputy Mayor,83440.2,1
2014,Office of the Mayor,Executive Assistant,44521.57,1
2014,Office of the Mayor,Intern,1265.7,5
2014,Office of the Mayor,Mayor,97321.94,1
2014,Parking Enforcement,Crossing Guard,1886.0,1
2014,Parking Enforcement,Parking Enforcement Officer,5684.38,3
2014,Parks and Recreation,Administrator,88623.36,1
2014,Parks and Recreation,Adult Youth Sports Manager,55164.74,1
2014,Parks and Recreation,Aquatics Sports Program Coord,18834.97,2
2014,Parks and Recreation,Attendant,1764.94,86
2014,Parks and Recreation,City Landscaper Sexton,44691.96,1
2014,Parks and Recreation,Clerical Assistant,4961.44,1
2014,Parks and Recreation,Community Events Manager,53885.34,1
2014,Parks and Recreation,Community Relations Manager,50351.11,1
2014,Parks and Recreation,Community Relations Specialist,33798.56,1
2014,Parks and Recreation,Crew Leader,43326.49,1
2014,Parks and Recreation,Custodian,40019.2,1
2014,Parks and Recreation,Customer Service Rep II,22617.42,2
2014,Parks and Recreation,Customer Service Rep III,35127.92,1
2014,Parks and Recreation,Equipment Maintenance Mechanic,39725.31,3
2014,Parks and Recreation,Golf Course Superintendent,49993.2,1
2014,Parks and Recreation,Golf Facilities Manager,50702.89,1
2014,Parks and Recreation,Golf Programs Coordinator,38535.93,1
2014,Parks and Recreation,Health Wellness Coordinator,18908.9,2
2014,Parks and Recreation,Inclusive Recreation Coordinator,42576.83,1
2014,Parks and Recreation,Instructor,281.25,1
2014,Parks and Recreation,Intern,1442.88,3
2014,Parks and Recreation,Laborer,9677.19,37
2014,Parks and Recreation,Leader,2739.48,47
2014,Parks and Recreation,Lifeguard,2069.44,38
2014,Parks and Recreation,Master Motor Equipment Operator,40667.2,3
2014,Parks and Recreation,Membership Coordinator,39276.38,1
2014,Parks and Recreation,Natural Resources Coordinator,40200.04,1
2014,Parks and Recreation,Natural Resources Manager,49881.37,1
2014,Parks and Recreation,Office Manager,34536.97,1
2014,Parks and Recreation,Operations Office Coordinator,41716.88,1
2014,Parks and Recreation,Operations Superintendent,52789.27,1
2014,Parks and Recreation,Operations and Dev Director,72249.71,1
2014,Parks and Recreation,Program Facility Coordinator,40548.46,5
2014,Parks and Recreation,Program Specialist,32126.23,3
2014,Parks and Recreation,Recreation Services Director,63168.19,1
2014,Parks and Recreation,Special Services Coordinator,45228.81,1
2014,Parks and Recreation,Specialist,2568.03,68
2014,Parks and Recreation,Sports Coordinator,49501.15,1
2014,Parks and Recreation,Sports Facility Manager,47577.48,1
2014,Parks and Recreation,Sports Services Director,61966.08,1
2014,Parks and Recreation,Staff Assistant,8757.11,19
2014,Parks and Recreation,Supervisor,3126.09,62
2014,Parks and Recreation,Urban Forester,55093.25,1
2014,Parks and Recreation,Working Foreman,39449.73,5
2014,Parks and Recreation,Youth Sports Coord FSC Asst Mgr,40166.81,1
2014,Planning and Transportation,Assistant Director,69357.34,1
2014,Planning and Transportation,Bicycle and Pedestrain Coordinator,40458.85,1
2014,Planning and Transportation,Development Services Manager,62949.65,1
2014,Planning and Transportation,Director,86058.62,1
2014,Planning and Transportation,Intern,1629.17,3
2014,Planning and Transportation,Office Manager,40042.57,1
2014,Planning and Transportation,Planning Assistant,17575.78,2
2014,Planning and Transportation,Planning Services Manager,63391.0,1
2014,Planning and Transportation,Planning Technician,34013.76,1
2014,Planning and Transportation,Project Manager,46255.0,2
2014,Planning and Transportation,Public Improvement Manager,52655.11,1
2014,Planning and Transportation,Senior Environmental Planner,48884.17,1
2014,Planning and Transportation,Senior Long Range Planner,49792.0,1
2014,Planning and Transportation,Senior Project Manager,49177.8,1
2014,Planning and Transportation,Senior Transportation Planner,47914.63,1
2014,Planning and Transportation,Senior Zoning Compliance Planner,63033.99,1
2014,Planning and Transportation,Senior Zoning Planner,53393.23,1
2014,Planning and Transportation,Transportation and Traffic Engr,32075.48,1
2014,Planning and Transportation,Zoning Compliance Planner,40464.3,1
2014,Planning and Transportation,Zoning Planner,40889.33,1
2014,Planning and Transportation,Zoning and Long Range Planner,15096.37,2
2014,Police,CAD RMS Data Coordinator,40436.74,1
2014,Police,Captain,72017.78,2
2014,Police,Chief,90207.56,1
2014,Police,Crime Analyst,38519.46,1
2014,Police,Crime Scene Tech and Prop Mgr,50296.88,2
2014,Police,Crossing Guard,3520.15,17
2014,Police,Custodian,23739.17,1
2014,Police,Deputy Chief,56301.0,2
2014,Police,Executive Assistant,47830.95,1
2014,Police,Front Desk Clerk I,33620.55,1
2014,Police,Intern,2286.65,3
2014,Police,Lieutenant,70246.81,4
2014,Police,Office Manager,36890.4,1
2014,Police,Officer First Class,56645.2,24
2014,Police,Parking Enforcement Manager,53572.18,1
2014,Police,Parking Enforcement Officer,29105.07,10
2014,Police,Police Pension Secretary,3700.06,1
2014,Police,Probationary Police Officer,23744.07,8
2014,Police,Records Clerk,32566.3,12
2014,Police,Records Supervisor,53437.96,1
2014,Police,Senior Police Offcer,63684.41,49
2014,Police,Senior Police Officer,61774.58,1
2014,Police,Sergeant,70335.5,12
2014,Police,Team Leader,39468.09,1
2014,Police,Telecommunications Manager,58248.14,1
2014,Police,Telecommunications Supervisor,56050.67,3
2014,Police,Telecommunicator,47675.73,9
2014,Police,Training Coordinator,52028.75,1
2014,Public Works,Assistant Director of Operations,64944.64,1
2014,Public Works,Asst Director Finance and CR,36632.59,1
2014,Public Works,Director,86702.9,1
2014,Public Works,Public Works Board Member,2091.96,3
2014,Public Works,Special Projects Manager,53080.03,1
2014,Risk,Director of Safety and Training,49702.4,1
2014,Risk,Risk Manager Asst. City Attorney,64921.03,1
2014,Risk,Secretary - Risk andLegal,36110.98,1
2014,Sanitation,Crew Leader,43512.87,2
2014,Sanitation,Director,56813.46,1
2014,Sanitation,Laborer,25662.07,8
2014,Sanitation,Master Motor Equipment Operator,36553.08,15
2014,Sanitation,Office Manager,34024.32,1
2014,Street,Asset Clerk,7613.76,1
2014,Street,Asset Clerk Emergency Grant Coor,40480.87,1
2014,Street,Assistant Traffic Control Mgr,43103.74,1
2014,Street,Crew Leader,43345.43,4
2014,Street,Deputy Director,46145.02,1
2014,Street,Director,66265.02,1
2014,Street,Laborer,16417.16,30
2014,Street,MEO Apprentice,42344.28,2
2014,Street,Master Motor Equipment Operator,45845.69,13
2014,Street,Signal and Lighting Supervisor,27030.28,1
2014,Utilities,Account Collections Specialist,37720.0,1
2014,Utilities,Accounting Clerk,38420.25,1
2014,Utilities,Accounting Manager,47577.48,1
2014,Utilities,Accounts Payable Clerk,42494.29,1
2014,Utilities,Accounts Receivable Manager,46682.7,1
2014,Utilities,Administrative and Project Coord,45592.03,1
2014,Utilities,Assistant Accounts Payable Clerk,33057.42,1
2014,Utilities,Assistant Director TandD,70525.63,1
2014,Utilities,Assistant Director-Engineering,78535.24,1
2014,Utilities,Assistant Director-Finance,56413.08,2
2014,Utilities,Assistant GIS Coordinator,27255.56,2
2014,Utilities,Assistant Superintendent,54619.53,6
2014,Utilities,Associate Accountant,34661.63,1
2014,Utilities,Backflow Prevention Program Mgr,7692.32,1
2014,Utilities,Capital Projects Manager,64497.36,1
2014,Utilities,Cashier,26873.48,2
2014,Utilities,Chemist,57352.34,1
2014,Utilities,Communications Operator,23851.79,6
2014,Utilities,Conservation and Energy Res Mgr,44346.53,1
2014,Utilities,Customer Relations Manager,46682.71,1
2014,Utilities,Customer Relations Rep.,30410.15,4
2014,Utilities,Deputy Director,87147.05,1
2014,Utilities,Director,91473.47,1
2014,Utilities,Engineering Field Technician,41628.16,4
2014,Utilities,Environmental Research Tech,33902.55,1
2014,Utilities,Finance Manager,59074.7,1
2014,Utilities,GIS Coordinator,51992.58,1
2014,Utilities,Intern,3358.69,10
2014,Utilities,Inventory Coordinator,36328.25,1
2014,Utilities,Lab Technician I,42998.76,2
2014,Utilities,Laborer,31055.73,20
2014,Utilities,Lineman,39556.04,8
2014,Utilities,Maintenance Coordinator,61110.27,1
2014,Utilities,Master Motor Equipment Operator,41628.29,12
2014,Utilities,Meter Reader,34945.02,5
2014,Utilities,Meter Service Representative,32427.43,1
2014,Utilities,Meter Serviceman,42326.72,4
2014,Utilities,Meter Technician II,41403.52,1
2014,Utilities,Office Manager,39868.6,1
2014,Utilities,Payroll Administrator,44193.92,1
2014,Utilities,Plant Maintenance Mechanic,45067.7,10
2014,Utilities,Plant Manager,62743.34,1
2014,Utilities,Plant Service Mechanic,45452.49,1
2014,Utilities,Pretreatment Program Inspector,48424.61,1
2014,Utilities,Project Coordinator,43503.79,2
2014,Utilities,Public Affairs Specialist,44691.97,1
2014,Utilities,Purchasing Buyer,42533.65,1
2014,Utilities,Purchasing Manager,49970.85,1
2014,Utilities,Seasonal w Benefits-budget only,9150.75,1
2014,Utilities,Secretary,33383.56,2
2014,Utilities,Senior Project Coordinator,49088.96,2
2014,Utilities,Solids Handling Supervisor,55652.79,1
2014,Utilities,Superintendent,46147.59,3
2014,Utilities,Superintendent of WW Treatment,53738.75,1
2014,Utilities,TandD Meters Oper Coordinator,39016.42,1
2014,Utilities,Utilities Engineer,72229.4,2
2014,Utilities,Utilities Inspector,40739.36,3
2014,Utilities,Utilities Service Board Member,4242.76,7
2014,Utilities,Utilities Technician,39405.46,3
2014,Utilities,Utiltites Inspector,37446.47,1
2014,Utilities,WQ Intern,493.72,3
2014,Utilities,Wastewater Plant Operator,50857.7,19
2014,Utilities,Water Plant Operator,35309.22,13
2014,Utilities,Water Quality Coordinator,52513.41,1
2014,Utilities,Web   Information Manager,55287.3,1
2014,Utilities,Working Foreman,50017.69,1
2015,Animal - Animal Shelter,Animal Control Officer,50426.44,3
2015,Animal - Animal Shelter,Director,43412.13,2
2015,Animal - Animal Shelter,Kennel Worker,29178.34,9
2015,Animal - Animal Shelter,Outreach Coordinator,18545.23,1
2015,Animal - Animal Shelter,Secretary,18849.53,4
2015,Animal - Animal Shelter,Shelter Manager,42341.01,1
2015,Animal - Animal Shelter,Specialist,5281.44,2
2015,Animal - Animal Shelter,Volunteer Program Director,37958.67,1
2015,Board of Public Safety,Board Member,575.84,5
2015,CFRD - Community & Family Resources,Administrative Assistant,3252.0,1
2015,CFRD - Community & Family Resources,CBVN Assistant Coordinator,45862.61,1
2015,CFRD - Community & Family Resources,CBVN Coordinator,55108.9,1
2015,CFRD - Community & Family Resources,Director,83183.97,1
2015,CFRD - Community & Family Resources,Director - Safe & Civil City,38000.0,1
